id,answer,property_value,bleurt_score
Q17859822,united state,united state,0.9919833540916443
Q241660,brown,brown,0.8182452321052551
Q59622193,baytown,baytown,0.8965089917182922
Q2838353,film actor,film actor,0.8629913330078125
Q3337573,actor,actor,0.5767977237701416
Q6803173,actres and model,actor,0.05286041647195816
Q6233394,flau,flau,1.0562268495559692
Q5044534,amanda royle,amanda royle,1.0331491231918335
Q7823094,london,london,0.7344843745231628
Q232834,his voice,voice,0.24611763656139374
Q16876051,mumbai,mumbai,0.9891621470451355
Q6834281,"july 24, 2006",2006-07-24,0.8448620438575745
Q4333287,actres,dancer,0.030074693262577057
Q20056534,chicago,chicago,0.8835649490356445
Q16213557,filmmaker and actres,film director,0.15546190738677979
Q269809,actres,stage actor,0.08603935688734055
Q1034128,new york city,new york city,0.9141663908958435
Q4766807,actres,actor,0.15664337575435638
Q7647746,kate denin,kate denin,0.9700480699539185
Q9011448,united kingdom,united kingdom,0.9348112344741821
Q4726767,burbank,burbank,0.9337785840034485
Q2328967,actor,actor,0.5767977237701416
Q218718,"stand-up comedian, television host, voice actor",voice actor,0.4950380325317383
Q3051286,bisexual,bisexuality,0.4570898413658142
Q22665936,pérez,pérez,0.9474219679832458
Q4259780,lo angele,lo angele,1.0596922636032104
Q7035063,united state,united state,0.9919833540916443
Q11944790,united state,austria,0.020984292030334473
Q3476328,saratoga spring high school,saratoga spring high school,0.9791688323020935
Q1693497,actor,actor,0.5767977237701416
Q447799,"film actor, photographer, television actor",film actor,0.4467613101005554
Q29217191,actor,actor,0.5767977237701416
Q439080,film actor,actor,0.24699276685714722
Q240485,television presenter,television presenter,0.943567156791687
Q7185670,television actor,actor,0.2646454870700836
Q5076865,united state,united state,0.9919833540916443
Q24007402,maisonet,maisonet,0.9656977653503418
Q6233152,television actor,television actor,0.8891075253486633
Q7815105,"november 11, 1945",1945-11-11,0.7860352396965027
Q7128941,"january 1, 1947",1947-01-01,0.6910349726676941
Q20031439,new york city,new york city,0.9141663908958435
Q1270430,actor,actor,0.5767977237701416
Q96497,france,france,0.6696563363075256
Q3181327,aberdeen,aberdeen,0.9931429028511047
Q6680952,"artist, voice actor, singer, jazz musician",voice actor,0.4680102467536926
Q6113326,jacob,jacob,0.9613958597183228
Q4898394,united state,united state,0.9919833540916443
Q15436552,united state,united state,0.9919833540916443
Q712796,comedian and television entertainer,actor,0.2501867413520813
Q275335,actres,actor,0.15664337575435638
Q5741675,united kingdom,united kingdom,0.9348112344741821
Q1749028,united state,united state,0.9919833540916443
Q558793,doug dohring,doug dohring,1.0642709732055664
Q3434296,actor,singer,0.07797525078058243
Q15429438,film actor,actor,0.24699276685714722
Q441661,australia,australia,0.7713078856468201
Q2305099,film director,film director,0.893515944480896
Q5041219,television actor,television actor,0.8891075253486633
Q3381108,mccullough,mccullough,1.0023643970489502
Q11998081,lung disease,lung disease,0.9533690810203552
Q1976929,"june 24, 1977",1977-06-24,0.6842495203018188
Q373765,central saint martin,central saint martin,0.9415155053138733
Q2072308,"september 6, 1969",1969-09-06,0.8487907648086548
Q7502312,"singer, rapper, and songwriter",singer,0.31851619482040405
Q5414158,cancer,cancer,0.6330661177635193
Q7027488,"july 28, 1982",1982-07-28,0.8115366697311401
Q2267436,musician,musician,0.733916699886322
Q5105818,"june 24, 1965",1965-06-24,0.7080437541007996
Q4768685,evelyn nichol,evelyn nichol,1.0546523332595825
Q22981478,actor,television actor,0.1935839205980301
Q3481517,united state,united state,0.9919833540916443
Q5931919,"july 4, 2009",2009-07-04,0.7816025614738464
Q17181002,"may 1, 1954",1954-05-01,0.7510963082313538
Q741473,haskin,haskin,0.9140774011611938
Q2514422,"film actor, screenwriter, film producer, director",film actor,0.4574667811393738
Q379811,united state,united state,0.9919833540916443
Q59526344,stage actor,actor,0.1815577745437622
Q2744961,sunni islam,sunni islam,0.9797030687332153
Q25415403,film actor,actor,0.24699276685714722
Q2062099,united state,united state,0.9919833540916443
Q7608714,actor,actor,0.5767977237701416
Q6194991,"august 28, 1959",1959-08-28,0.8534009456634521
Q362930,new york university,new york university,0.9080597758293152
Q544518,casualty,casualty,0.9400187134742737
Q5769910,film actor,actor,0.24699276685714722
Q4275251,ireland,ireland,1.0175504684448242
Q1687683,film actor,film actor,0.8629913330078125
Q16197279,graham,graham,0.9670960307121277
Q4699195,"fashion designer, television presenter, erotic photography model",erotic photography model,0.49955856800079346
Q3401013,pontypool,pontypool,0.9638485312461853
Q73621,professional wrestler,actor,0.022019892930984497
Q3116180,united state,united state,0.9919833540916443
Q5296495,"february 22, 1978",1978-02-22,0.7380170226097107
Q7181927,"june 15, 2010",2010-06-15,0.7740417718887329
Q1449586,jupiter award,jupiter award,0.9407526254653931
Q23903025,mexico,mexico,0.7957135438919067
Q11184566,actor,actor,0.5767977237701416
Q553365,new zealand,new zealand,0.9323715567588806
Q15997668,mallalieu,mallalieu,0.9892987012863159
Q708343,screenwriter,screenwriter,0.8943785429000854
Q920293,united kingdom,united kingdom,0.9348112344741821
Q579100,actor,television actor,0.1935839205980301
Q6399549,actor,actor,0.5767977237701416
Q2177665,united state,united state,0.9919833540916443
Q3228979,xrco award,xrco award,1.023384690284729
Q4898911,film actor,actor,0.24699276685714722
Q6375335,actres,actor,0.15664337575435638
Q4798134,television actor,television actor,0.8891075253486633
Q1770321,artistic gymnastic,artistic gymnastic,0.9565747976303101
Q3013086,actor,voice actor,0.09630686044692993
Q3082744,"april 11, 1881",1881-04-11,0.73182213306427
Q8029984,basketball,basketball,0.7372543811798096
Q3054513,europe 1 and M6,C8,0.019579097628593445
Q3935047,television actor,television actor,0.8891075253486633
Q5240592,diane murphy,diane murphy,0.9444132447242737
Q7340768,"june 22, 1970",1970-06-22,0.7247702479362488
Q3298299,film actor,film actor,0.8629913330078125
Q1331857,parker,parker,0.8482984900474548
Q6779568,prose,prose,0.8224283456802368
Q6080989,"january 12, 1979",1979-01-12,0.7484983801841736
Q4761275,lo angele,lo angele,1.0596922636032104
Q1963814,"aikidoka, actor, stunt performer",aikidoka,0.4416643977165222
Q3182466,"january 9, 1975",1975-01-09,0.7517572045326233
Q6397399,television actor,actor,0.2646454870700836
Q20657267,"march 25, 1988",1988-03-25,0.82748943567276
Q4300807,united state,united state,0.9919833540916443
Q4241310,actres,actor,0.15664337575435638
Q450728,film director,director,0.2716367244720459
Q5544069,"may 25, 1935",1935-05-25,0.8299328684806824
Q3125894,reid,reid,0.9690646529197693
Q6779736,haine city,haine city,1.008746862411499
Q7188584,united state,united state,0.9919833540916443
Q2648280,actres,actor,0.15664337575435638
Q5006584,granada hill,granada hill,0.9860647320747375
Q598914,united state,united state,0.9919833540916443
Q5026400,actor,actor,0.5767977237701416
Q2837145,"high Wycombe, united kingdom",high wycombe,0.5574403405189514
Q291314,brighton,brighton,0.9802889227867126
Q4772688,screenwriter,screenwriter,0.8943785429000854
Q16593221,,1937-09-18,0.055802121758461
Q230504,actres and singer,model,0.21762517094612122
Q8001896,walter,walter,0.9841777682304382
Q8005304,"january 15, 1930",1930-01-15,0.7947759628295898
Q242387,film actor,film actor,0.8629913330078125
Q6509857,jone,jone,0.9430463910102844
Q552470,musician,musician,0.733916699886322
Q15509115,savannah,savannah,0.9700028300285339
Q4965173,disease,disease,0.7610840201377869
Q6548531,united state,united state,0.9919833540916443
Q15452609,south africa,south africa,0.9432326555252075
Q447017,united state,united state,0.9919833540916443
Q1611179,lovelock,lovelock,0.9262585043907166
Q967248,río piedra,río piedra,0.9738900065422058
Q6762521,fraser,fraser,0.8946591019630432
Q7411890,"november 30, 1968",1968-11-30,0.8195556998252869
Q331711,record producer,record producer,0.9409961104393005
Q27996592,acting,acting,0.5752753615379333
Q3445751,television actor,actor,0.2646454870700836
Q2568067,actres,actor,0.15664337575435638
Q3557605,"january 31, 1975",1975-01-31,0.754412829875946
Q2900955,television actor,television actor,0.8891075253486633
Q22815276,"september 12, 1952",1952-09-12,0.7863867878913879
Q7051591,"august 31, 2020",2020-08-31,0.8316665291786194
Q3281720,"july 20, 1948",1948-07-20,0.7497254610061646
Q5516062,united state,united state,0.9919833540916443
Q6187776,united state,united state,0.9919833540916443
Q62088182,henderson,henderson,0.9420245289802551
Q456903,television actor,television actor,0.8891075253486633
Q6766231,writer,writer,0.5618463158607483
Q18989,actres and model,singer,0.004157006740570068
Q47513954,actres,film producer,0.02895982563495636
Q5553351,"july 1, 1863",1863-07-01,0.8374722599983215
Q17308924,curti,curti,0.8297249674797058
Q2597610,locust valley,locust valley,0.9782899022102356
Q807657,,mcneese,-0.011411294341087341
Q1193027,united state,united state,0.9919833540916443
Q1258756,potter,potter,0.8066407442092896
Q7179625,film actor,actor,0.24699276685714722
Q2956352,houghton,houghton,0.9680410623550415
Q6957804,actres,film actor,0.08464165776968002
Q150482,actor,television actor,0.1935839205980301
Q714133,craig braun,craig braun,1.0180193185806274
Q5438985,united state,united state,0.9919833540916443
Q2662295,model,model,0.5310764312744141
Q6551383,galveston island,galveston island,0.9570863246917725
Q5562239,"january 16, 1975",1975-01-16,0.7797489762306213
Q637063,russell,russell,0.8391883373260498
Q4532014,central school of speech and drama,central school of speech and drama,0.954742431640625
Q233566,writer,karateka,0.021665409207344055
Q737607,actor,carver,0.03923047333955765
Q273532,new york city,new york city,0.9141663908958435
Q13035778,film director,film director,0.893515944480896
Q4757305,actor and screenwriter,television actor,0.22634148597717285
Q5233241,eastleigh,eastleigh,0.9703966379165649
Q1189021,jacob rive pitt,jacob rive pitt,1.019456148147583
Q1631803,"july 16, 1978",1978-07-16,0.8065373301506042
Q237778,commander of the order of the british empire,commander of the order of the british empire,0.970655083656311
Q642125,united kingdom,united kingdom,0.9348112344741821
Q5293547,comedian,comedian,0.8146336078643799
Q7702383,"february 19, 1938",1938-02-19,0.7205615639686584
Q21472854,"march 25, 1909",1909-03-25,0.8169924020767212
Q554460,hot seat,hot seat,0.9491090178489685
Q5084650,novelist and actor,film producer,0.1892581284046173
Q5044687,jesse white,jesse white,1.0008236169815063
Q6969277,australia,australia,0.7713078856468201
Q4346488,actor,television actor,0.1935839205980301
Q7356946,"march 28, 1974",1974-03-28,0.8207509517669678
Q6505648,lo angele,lo angele,1.0596922636032104
Q2942037,montreal,montreal,0.892716109752655
Q6078,world clas Wreckin' cru,world clas Wreckin' cru,0.951625406742096
Q2315542,united state,united state,0.9919833540916443
Q1794143,film director,film director,0.893515944480896
Q223281,golden globe award,golden globe award,0.9237692952156067
Q3516031,philadelphia,philadelphia,0.9698807001113892
Q951634,university at buffalo,university at buffalo,0.9310572147369385
Q5107720,"may 22, 1963",1963-05-22,0.7653272747993469
Q209098,glendale high school,glendale high school,1.0255751609802246
Q30093271,actor,film actor,0.13960686326026917
Q3298027,screenwriter,screenwriter,0.8943785429000854
Q7143862,"september 27, 1968",1968-09-27,0.8363372683525085
Q234551,upper arlington high school,upper arlington high school,0.9532707333564758
Q38656047,voice actor,actor,0.1728450059890747
Q7145478,bath,bath,0.7403144836425781
Q512577,actor and musician,songwriter,0.3020058870315552
Q6558321,union theological seminary,union theological seminary,0.9775465130805969
Q7609556,film direction,film direction,0.9403797388076782
Q4251124,illinois,illinois,0.9729418158531189
Q6321752,natural cause,natural cause,0.9231284260749817
Q192052,facinelli,facinelli,1.0216938257217407
Q26818527,actor,actor,0.5767977237701416
Q38600940,television actor,television actor,0.8891075253486633
Q18745589,john wesley pantejo managbanag,john wesley pantejo managbanag,1.0254873037338257
Q2903112,lo angele,lo angele,1.0596922636032104
Q436422,johnson,johnson,0.9278759956359863
Q607551,"september 4, 1959",1959-09-04,0.7994544506072998
Q716617,actor,television actor,0.1935839205980301
Q2139900,reid scott weiner,reid scott weiner,1.0051449537277222
Q1461468,ventura county,ventura county,0.984798014163971
Q1590440,united state,united state,0.9919833540916443
Q2217295,actres,actor,0.15664337575435638
Q7346298,"january 26, 1973",1973-01-26,0.760418713092804
Q3161843,television actor,television actor,0.8891075253486633
Q3341349,film actor,film actor,0.8629913330078125
Q4805898,"february 18, 2020",2020-02-18,0.7608554363250732
Q16005868,barbara wilcox,barbara wilcox,1.0251554250717163
Q380178,marion evelyn dicken,marion evelyn dicken,0.9702291488647461
Q2607635,lo angele,lo angele,1.0596922636032104
Q6779630,Westcliff-on-Sea,Westcliff-on-Sea,0.9198613166809082
Q8075384,united state,united state,0.9919833540916443
Q28343566,lafayette,lafayette,1.029543161392212
Q38214342,film producer,film producer,0.9118699431419373
Q59618209,"faculty of Theatre, janáček performing art academy","faculty of Theatre, janáček performing art academy",0.9755249619483948
Q5606561,actor,actor,0.5767977237701416
Q1383872,bet centric award,bet centric award,0.9350477457046509
Q3185349,london academy of music and dramatic art,london academy of music and dramatic art,0.9038898348808289
Q18921666,television actor,actor,0.2646454870700836
Q15438432,new york university,new york university,0.9080597758293152
Q235284,celeste alma van dien oxenberg,celeste alma van dien oxenberg,0.9513766169548035
Q6702432,united kingdom,united kingdom,0.9348112344741821
Q11293756,sharon,sharon,0.9538805484771729
Q241873,royal academy of dramatic art,royal academy of dramatic art,0.9114124178886414
Q56032260,kelly,kelly,0.9493114352226257
Q2655254,cancer,cancer,0.6330661177635193
Q774685,mexico,mexico,0.7957135438919067
Q346309,non-heterosexual,non-heterosexuality,0.5999575257301331
Q93604,film,film,0.6019715070724487
Q21664315,"january 20, 1878",1878-01-20,0.7898286581039429
Q4260500,bloomsburg university,bloomsburg university,0.9574983716011047
